text_features,amount,mcc,hour,category_id
Magazyn Monako,-760.47,5943,17,5
Magazyn Monako,-1417.26,5943,17,5
Magazyn Monako,-568.9,5943,17,5
АТБ,-947.26,5499,18,1
АТБ,-874.43,5499,18,1
АТБ,-949.6,5499,18,1
АТБ,-541.97,5499,18,1
АТБ,-1277.58,5499,18,1
АТБ,-621.0,5499,18,1
АТБ,-658.16,5499,18,1
АТБ,-1840.1,5499,18,1
Roshen,-1009.86,5441,18,15
Roshen,-1811.22,5441,18,15
Roshen,-979.42,5441,18,15
Roshen,-953.86,5441,18,15
Roshen,-381.97,5441,18,15
Roshen,-1078.28,5441,18,15
Roshen,-1999.37,5441,18,15
Roshen,-508.61,5441,18,15
Rozetka,-1074.53,5722,14,3
Rozetka,-1506.48,5722,14,3
Rozetka,-241.51,5722,14,3
Rozetka,-1136.48,5722,14,3
Rozetka,-499.36,5722,14,3
Rozetka,-540.87,5722,14,3
Rozetka,-1063.23,5722,14,3
Rozetka,-1170.61,5722,14,3
P24 *Oliinyk Olena,-1756.5,6012,14,9
P24 *Oliinyk Olena,-1248.81,6012,14,9
P24 *Oliinyk Olena,-1215.92,6012,14,9
P24 *Oliinyk Olena,-844.98,6012,14,9
P24 *Oliinyk Olena,-1321.58,6012,14,9
P24 *Oliinyk Olena,-678.12,6012,14,9
P24 *Oliinyk Olena,-1688.94,6012,14,9
P24 *Oliinyk Olena,-1623.12,6012,14,9
Vse vid 2 grn,-163.84,5399,14,16
Vse vid 2 grn,-172.55,5399,14,16
Vse vid 2 grn,-1405.7,5399,14,16
Vse vid 2 grn,-964.31,5399,14,16
Vse vid 2 grn,-1039.06,5399,14,16
Vse vid 2 grn,-1706.67,5399,14,16
Vse vid 2 grn,-417.55,5399,14,16
Vse vid 2 grn,-1292.21,5399,14,16
Rozetka,-454.79,5722,13,3
Rozetka,-563.61,5722,13,3
Rozetka,-1952.18,5722,13,3
Rozetka,-1994.98,5722,13,3
Rozetka,-407.37,5722,13,3
Rozetka,-1009.43,5722,13,3
Rozetka,-959.73,5722,13,3
Rozetka,-1898.36,5722,13,3
Близенько,-1533.75,5499,16,1
Близенько,-875.07,5499,16,1
Близенько,-622.34,5499,16,1
Близенько,-80.02,5499,16,1
Близенько,-385.1,5499,16,1
Близенько,-401.38,5499,16,1
Близенько,-139.07,5499,16,1
Близенько,-756.29,5499,16,1
АТБ,-1354.22,5499,16,1
АТБ,-1753.57,5499,16,1
АТБ,-604.84,5499,16,1
АТБ,-1946.13,5499,16,1
АТБ,-58.29,5499,16,1
АТБ,-1571.17,5499,16,1
АТБ,-1889.02,5499,16,1
АТБ,-1232.65,5499,16,1
Арсен,-1246.13,5499,15,1
Арсен,-1151.77,5499,15,1
Арсен,-1360.73,5499,15,1
Арсен,-337.7,5499,15,1
Арсен,-47.54,5499,15,1
Арсен,-1315.3,5499,15,1
Арсен,-679.08,5499,15,1
Арсен,-607.09,5499,15,1
АТБ,-498.54,5499,15,1
АТБ,-1273.39,5499,15,1
АТБ,-302.46,5499,15,1
АТБ,-1435.56,5499,15,1
АТБ,-451.95,5499,15,1
АТБ,-821.55,5499,15,1
АТБ,-1347.67,5499,15,1
АТБ,-1451.52,5499,15,1
Від: Оксана Котик | Переказ дочці,-172.37,4829,11,8
Від: Оксана Котик | Переказ дочці,-679.73,4829,11,8
Від: Оксана Котик | Переказ дочці,-479.9,4829,11,8
Від: Оксана Котик | Переказ дочці,-838.39,4829,11,8
Від: Оксана Котик | Переказ дочці,-1111.91,4829,11,8
Від: Оксана Котик | Переказ дочці,-529.8,4829,11,8
Від: Оксана Котик | Переказ дочці,-1280.05,4829,11,8
Від: Оксана Котик | Переказ дочці,-1935.68,4829,11,8
Kafe COFFEE LAB,-315.3,5814,12,2
Kafe COFFEE LAB,-1195.42,5814,12,2
Kafe COFFEE LAB,-597.07,5814,12,2
Kafe COFFEE LAB,-49.21,5814,12,2
Kafe COFFEE LAB,-1225.03,5814,12,2
Kafe COFFEE LAB,-609.46,5814,12,2
Kafe COFFEE LAB,-1458.09,5814,12,2
Kafe COFFEE LAB,-1048.07,5814,12,2
АТБ,-697.71,5499,14,1
АТБ,-757.64,5499,14,1
АТБ,-244.69,5499,14,1
АТБ,-857.34,5499,14,1
АТБ,-1396.24,5499,14,1
АТБ,-1160.14,5499,14,1
АТБ,-320.84,5499,14,1
АТБ,-738.2,5499,14,1
Lviv Croissants,-200.61,5814,11,2
Lviv Croissants,-1715.93,5814,11,2
Lviv Croissants,-1459.46,5814,11,2
Lviv Croissants,-1312.76,5814,11,2
Lviv Croissants,-1792.39,5814,11,2
Lviv Croissants,-1926.38,5814,11,2
Lviv Croissants,-1238.39,5814,11,2
Lviv Croissants,-579.82,5814,11,2
АТБ,-275.43,5499,20,1
АТБ,-457.99,5499,20,1
АТБ,-899.15,5499,20,1
АТБ,-446.13,5499,20,1
АТБ,-1063.82,5499,20,1
АТБ,-1685.23,5499,20,1
АТБ,-167.71,5499,20,1
АТБ,-1945.27,5499,20,1
Приват карта,-474.92,4829,17,8
Приват карта,-355.13,4829,17,8
Приват карта,-1474.0,4829,17,8
Приват карта,-1924.9,4829,17,8
Приват карта,-1446.86,4829,17,8
Приват карта,-477.12,4829,17,8
Приват карта,-1325.21,4829,17,8
Приват карта,-1145.12,4829,17,8
Від: Оксана Котик | Переказ дочці,-1614.83,4829,17,8
Від: Оксана Котик | Переказ дочці,-335.44,4829,17,8
Від: Оксана Котик | Переказ дочці,-1122.46,4829,17,8
Від: Оксана Котик | Переказ дочці,-327.97,4829,17,8
Від: Оксана Котик | Переказ дочці,-1732.94,4829,17,8
Від: Оксана Котик | Переказ дочці,-1455.81,4829,17,8
Від: Оксана Котик | Переказ дочці,-1038.27,4829,17,8
Від: Оксана Котик | Переказ дочці,-1433.96,4829,17,8
536354****6732,-1592.89,4829,17,8
536354****6732,-1557.53,4829,17,8
536354****6732,-1534.29,4829,17,8
536354****6732,-1997.4,4829,17,8
536354****6732,-203.04,4829,17,8
536354****6732,-955.84,4829,17,8
536354****6732,-1803.57,4829,17,8
536354****6732,-1369.45,4829,17,8
City24,-391.1,4829,14,8
City24,-378.11,4829,14,8
City24,-1553.31,4829,14,8
City24,-214.74,4829,14,8
City24,-172.6,4829,14,8
City24,-67.54,4829,14,8
City24,-1034.1,4829,14,8
City24,-1023.19,4829,14,8
АТБ,-697.02,5411,16,1
АТБ,-799.92,5411,16,1
АТБ,-1652.84,5411,16,1
АТБ,-1145.12,5411,16,1
АТБ,-769.95,5411,16,1
АТБ,-593.57,5411,16,1
АТБ,-194.66,5411,16,1
АТБ,-407.54,5411,16,1
Рукавичка,-1662.55,5411,16,1
Рукавичка,-1054.23,5411,16,1
Рукавичка,-872.89,5411,16,1
Рукавичка,-1787.59,5411,16,1
Рукавичка,-1885.71,5411,16,1
Рукавичка,-1437.83,5411,16,1
Рукавичка,-885.65,5411,16,1
Рукавичка,-1830.56,5411,16,1
АВРОРА,-1427.82,5331,15,6
АВРОРА,-329.47,5331,15,6
АВРОРА,-1459.75,5331,15,6
АВРОРА,-757.53,5331,15,6
АВРОРА,-1485.04,5331,15,6
АВРОРА,-1017.96,5331,15,6
АВРОРА,-734.93,5331,15,6
АВРОРА,-1356.6,5331,15,6
Термінал EasyPay,-568.29,4829,15,8
Термінал EasyPay,-685.62,4829,15,8
Термінал EasyPay,-521.95,4829,15,8
Термінал EasyPay,-148.28,4829,15,8
Термінал EasyPay,-842.47,4829,15,8
Термінал EasyPay,-1817.32,4829,15,8
Термінал EasyPay,-353.3,4829,15,8
Термінал EasyPay,-652.85,4829,15,8
Близенько,-23.22,5499,15,1
Близенько,-1606.84,5499,15,1
Близенько,-956.25,5499,15,1
Близенько,-1748.02,5499,15,1
Близенько,-759.73,5499,15,1
Близенько,-1350.16,5499,15,1
Близенько,-149.8,5499,15,1
Близенько,-1204.98,5499,15,1
Близенько,-618.63,5499,17,1
Близенько,-412.4,5499,17,1
Близенько,-1702.9,5499,17,1
Близенько,-836.31,5499,17,1
Близенько,-240.13,5499,17,1
Близенько,-1970.96,5499,17,1
Близенько,-1242.07,5499,17,1
Близенько,-1972.86,5499,17,1
Vatsak,-1374.75,5441,17,15
Vatsak,-1657.73,5441,17,15
Vatsak,-1291.31,5441,17,15
Vatsak,-1444.86,5441,17,15
Vatsak,-1298.85,5441,17,15
Vatsak,-334.01,5441,17,15
Vatsak,-817.17,5441,17,15
Vatsak,-1066.67,5441,17,15
Рукавичка,-181.21,5411,20,1
Рукавичка,-466.02,5411,20,1
Рукавичка,-593.35,5411,20,1
Рукавичка,-181.59,5411,20,1
Рукавичка,-320.65,5411,20,1
Рукавичка,-1749.4,5411,20,1
Рукавичка,-1212.06,5411,20,1
Рукавичка,-53.78,5411,20,1
LVIVAVTODOR (AUTH),-1263.3,4111,13,10
LVIVAVTODOR (AUTH),-1780.38,4111,13,10
LVIVAVTODOR (AUTH),-600.61,4111,13,10
LVIVAVTODOR (AUTH),-1040.51,4111,13,10
LVIVAVTODOR (AUTH),-1905.88,4111,13,10
LVIVAVTODOR (AUTH),-586.97,4111,13,10
LVIVAVTODOR (AUTH),-499.24,4111,13,10
LVIVAVTODOR (AUTH),-1152.76,4111,13,10
Приват карта,-955.8,4829,19,8
Приват карта,-917.34,4829,19,8
Приват карта,-1536.51,4829,19,8
Приват карта,-1742.03,4829,19,8
Приват карта,-713.29,4829,19,8
Приват карта,-611.82,4829,19,8
Приват карта,-1436.05,4829,19,8
Приват карта,-422.24,4829,19,8
Термінал City24,-37.69,4829,14,8
Термінал City24,-292.8,4829,14,8
Термінал City24,-1456.82,4829,14,8
Термінал City24,-630.36,4829,14,8
Термінал City24,-562.8,4829,14,8
Термінал City24,-115.77,4829,14,8
Термінал City24,-1501.31,4829,14,8
Термінал City24,-1063.35,4829,14,8
АТБ,-1938.05,5411,17,1
АТБ,-423.6,5411,17,1
АТБ,-167.75,5411,17,1
АТБ,-1009.76,5411,17,1
АТБ,-1858.37,5411,17,1
АТБ,-1643.48,5411,17,1
АТБ,-1583.62,5411,17,1
АТБ,-1786.26,5411,17,1
Kafe COFFEE LAB,-196.02,5814,13,2
Kafe COFFEE LAB,-1051.47,5814,13,2
Kafe COFFEE LAB,-1320.86,5814,13,2
Kafe COFFEE LAB,-186.21,5814,13,2
Kafe COFFEE LAB,-1613.05,5814,13,2
Kafe COFFEE LAB,-1420.19,5814,13,2
Kafe COFFEE LAB,-1584.32,5814,13,2
Kafe COFFEE LAB,-464.71,5814,13,2
Приват карта,-1413.0,4829,12,8
Приват карта,-1193.27,4829,12,8
Приват карта,-734.65,4829,12,8
Приват карта,-1513.88,4829,12,8
Приват карта,-1034.44,4829,12,8
Приват карта,-1638.43,4829,12,8
Приват карта,-1746.09,4829,12,8
Приват карта,-1165.81,4829,12,8
Tsentr Druku 5k,-545.22,5943,14,5
Tsentr Druku 5k,-907.1,5943,14,5
Tsentr Druku 5k,-68.67,5943,14,5
Tsentr Druku 5k,-674.96,5943,14,5
Tsentr Druku 5k,-771.23,5943,14,5
Tsentr Druku 5k,-954.27,5943,14,5
Tsentr Druku 5k,-1764.12,5943,14,5
Tsentr Druku 5k,-1519.57,5943,14,5
Lviv Croissants,-1155.21,5814,14,2
Lviv Croissants,-1142.53,5814,14,2
Lviv Croissants,-1002.66,5814,14,2
Lviv Croissants,-1249.14,5814,14,2
Lviv Croissants,-1690.13,5814,14,2
Lviv Croissants,-1915.09,5814,14,2
Lviv Croissants,-1631.04,5814,14,2
Lviv Croissants,-152.35,5814,14,2
Близенько,-1971.54,5499,19,1
Близенько,-1612.35,5499,19,1
Близенько,-944.38,5499,19,1
Близенько,-1404.73,5499,19,1
Близенько,-1875.43,5499,19,1
Близенько,-911.5,5499,19,1
Близенько,-1985.18,5499,19,1
Близенько,-357.83,5499,19,1
Lviv Croissants,-620.63,5814,15,2
Lviv Croissants,-230.04,5814,15,2
Lviv Croissants,-562.57,5814,15,2
Lviv Croissants,-1691.22,5814,15,2
Lviv Croissants,-1060.6,5814,15,2
Lviv Croissants,-1707.04,5814,15,2
Lviv Croissants,-1517.02,5814,15,2
Lviv Croissants,-1362.66,5814,15,2
EasyPay,-1619.57,4131,14,8
EasyPay,-38.42,4131,14,8
EasyPay,-937.8,4131,14,8
EasyPay,-1041.4,4131,14,8
EasyPay,-552.18,4131,14,8
EasyPay,-123.07,4131,14,8
EasyPay,-1016.38,4131,14,8
EasyPay,-1585.35,4131,14,8
Portmone,-330.91,7399,19,8
Portmone,-118.47,7399,19,8
Portmone,-1458.45,7399,19,8
Portmone,-1718.54,7399,19,8
Portmone,-1586.4,7399,19,8
Portmone,-1326.58,7399,19,8
Portmone,-1348.53,7399,19,8
Portmone,-113.63,7399,19,8
Термінал City24,-1397.32,4829,18,8
Термінал City24,-394.39,4829,18,8
Термінал City24,-421.41,4829,18,8
Термінал City24,-1828.61,4829,18,8
Термінал City24,-192.33,4829,18,8
Термінал City24,-1907.66,4829,18,8
Термінал City24,-614.31,4829,18,8
Термінал City24,-1805.43,4829,18,8
EVA,-1912.06,5977,15,13
EVA,-1527.96,5977,15,13
EVA,-195.95,5977,15,13
EVA,-1913.77,5977,15,13
EVA,-1422.05,5977,15,13
EVA,-1335.48,5977,15,13
EVA,-75.37,5977,15,13
EVA,-600.49,5977,15,13
Від: Оксана Котик | Переказ дочці,-1191.62,4829,20,8
Від: Оксана Котик | Переказ дочці,-136.59,4829,20,8
Від: Оксана Котик | Переказ дочці,-1831.8,4829,20,8
Від: Оксана Котик | Переказ дочці,-967.88,4829,20,8
Від: Оксана Котик | Переказ дочці,-1955.36,4829,20,8
Від: Оксана Котик | Переказ дочці,-1645.53,4829,20,8
Від: Оксана Котик | Переказ дочці,-1669.22,4829,20,8
Від: Оксана Котик | Переказ дочці,-593.89,4829,20,8
Арсен,-1838.1,5499,19,1
Арсен,-64.14,5499,19,1
Арсен,-1919.78,5499,19,1
Арсен,-826.02,5499,19,1
Арсен,-579.45,5499,19,1
Арсен,-1148.18,5499,19,1
Арсен,-894.61,5499,19,1
Арсен,-363.49,5499,19,1
Аврора,-1603.04,5331,19,6
Аврора,-612.59,5331,19,6
Аврора,-964.49,5331,19,6
Аврора,-1508.9,5331,19,6
Аврора,-744.32,5331,19,6
Аврора,-517.53,5331,19,6
Аврора,-1477.27,5331,19,6
Аврора,-64.48,5331,19,6
Термінал City24,-1026.4,4829,19,8
Термінал City24,-149.97,4829,19,8
Термінал City24,-1790.18,4829,19,8
Термінал City24,-1717.09,4829,19,8
Термінал City24,-1507.27,4829,19,8
Термінал City24,-1387.3,4829,19,8
Термінал City24,-1148.18,4829,19,8
Термінал City24,-1998.26,4829,19,8
Аврора,-1831.03,5331,16,6
Аврора,-1960.49,5331,16,6
Аврора,-1034.07,5331,16,6
Аврора,-825.23,5331,16,6
Аврора,-1318.86,5331,16,6
Аврора,-1914.58,5331,16,6
Аврора,-1798.64,5331,16,6
Аврора,-739.75,5331,16,6
Термінал EasyPay,-1440.15,4829,16,8
Термінал EasyPay,-1473.13,4829,16,8
Термінал EasyPay,-1918.53,4829,16,8
Термінал EasyPay,-999.13,4829,16,8
Термінал EasyPay,-1063.79,4829,16,8
Термінал EasyPay,-1245.76,4829,16,8
Термінал EasyPay,-1046.46,4829,16,8
Термінал EasyPay,-518.49,4829,16,8
LIQPAY*MINIMAL Pavlyuk,-543.21,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1890.87,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-635.46,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1220.82,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-885.33,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-285.85,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1237.55,5944,0,0
LIQPAY*MINIMAL Pavlyuk,-1370.48,5944,0,0
P24 *Oliinyk Olena,-1805.35,6012,23,9
P24 *Oliinyk Olena,-74.12,6012,23,9
P24 *Oliinyk Olena,-1770.79,6012,23,9
P24 *Oliinyk Olena,-1743.21,6012,23,9
P24 *Oliinyk Olena,-578.03,6012,23,9
P24 *Oliinyk Olena,-860.42,6012,23,9
P24 *Oliinyk Olena,-1298.88,6012,23,9
P24 *Oliinyk Olena,-743.95,6012,23,9
THRASH,-606.42,5411,16,1
THRASH,-1812.43,5411,16,1
THRASH,-1489.54,5411,16,1
THRASH,-518.72,5411,16,1
THRASH,-1840.51,5411,16,1
THRASH,-1601.56,5411,16,1
THRASH,-1636.69,5411,16,1
THRASH,-243.06,5411,16,1
Канцтовари книги,-1589.09,5942,15,0
Канцтовари книги,-1636.74,5942,15,0
Канцтовари книги,-1545.18,5942,15,0
Канцтовари книги,-878.18,5942,15,0
Канцтовари книги,-1278.66,5942,15,0
Канцтовари книги,-1390.27,5942,15,0
Канцтовари книги,-969.89,5942,15,0
Канцтовари книги,-47.89,5942,15,0
Від: Оксана Котик,-1811.51,4829,13,8
Від: Оксана Котик,-505.62,4829,13,8
Від: Оксана Котик,-277.01,4829,13,8
Від: Оксана Котик,-741.92,4829,13,8
Від: Оксана Котик,-1473.87,4829,13,8
Від: Оксана Котик,-1788.32,4829,13,8
Від: Оксана Котик,-421.55,4829,13,8
Від: Оксана Котик,-1848.41,4829,13,8
MasterZoo,-1314.81,5995,17,12
MasterZoo,-689.68,5995,17,12
MasterZoo,-1657.12,5995,17,12
MasterZoo,-1609.69,5995,17,12
MasterZoo,-1586.85,5995,17,12
MasterZoo,-1804.68,5995,17,12
MasterZoo,-934.06,5995,17,12
MasterZoo,-798.41,5995,17,12
Ашан,-1615.96,5411,16,1
Ашан,-1334.12,5411,16,1
Ашан,-1568.02,5411,16,1
Ашан,-1445.49,5411,16,1
Ашан,-1898.86,5411,16,1
Ашан,-1311.88,5411,16,1
Ашан,-1688.22,5411,16,1
Ашан,-435.33,5411,16,1
Від: Оксана Котик,-173.73,4829,17,8
Від: Оксана Котик,-85.97,4829,17,8
Від: Оксана Котик,-397.23,4829,17,8
Від: Оксана Котик,-840.45,4829,17,8
Від: Оксана Котик,-1469.44,4829,17,8
Від: Оксана Котик,-51.15,4829,17,8
Від: Оксана Котик,-1935.42,4829,17,8
Від: Оксана Котик,-1719.88,4829,17,8
АТБ,-1122.12,5411,15,1
АТБ,-1538.62,5411,15,1
АТБ,-1495.0,5411,15,1
АТБ,-649.8,5411,15,1
АТБ,-1551.14,5411,15,1
АТБ,-613.81,5411,15,1
АТБ,-520.93,5411,15,1
АТБ,-144.19,5411,15,1
Kanctovari,-520.21,5943,15,5
Kanctovari,-1545.43,5943,15,5
Kanctovari,-84.25,5943,15,5
Kanctovari,-1708.76,5943,15,5
Kanctovari,-346.88,5943,15,5
Kanctovari,-997.8,5943,15,5
Kanctovari,-1871.18,5943,15,5
Kanctovari,-378.07,5943,15,5
Аврора,-32.78,5331,13,6
Аврора,-607.87,5331,13,6
Аврора,-103.09,5331,13,6
Аврора,-1132.94,5331,13,6
Аврора,-1643.78,5331,13,6
Аврора,-1024.89,5331,13,6
Аврора,-192.23,5331,13,6
Аврора,-934.16,5331,13,6
THRASH,-1157.69,5411,13,1
THRASH,-34.93,5411,13,1
THRASH,-810.25,5411,13,1
THRASH,-1872.53,5411,13,1
THRASH,-1755.72,5411,13,1
THRASH,-1468.3,5411,13,1
THRASH,-1476.89,5411,13,1
THRASH,-333.75,5411,13,1
EasyPay,-277.35,4131,10,8
EasyPay,-1193.75,4131,10,8
EasyPay,-685.08,4131,10,8
EasyPay,-1845.32,4131,10,8
EasyPay,-656.92,4131,10,8
EasyPay,-1134.06,4131,10,8
EasyPay,-1018.64,4131,10,8
EasyPay,-1631.36,4131,10,8
Portmone,-53.42,7399,13,8
Portmone,-844.8,7399,13,8
Portmone,-152.81,7399,13,8
Portmone,-188.57,7399,13,8
Portmone,-584.81,7399,13,8
Portmone,-578.37,7399,13,8
Portmone,-1023.01,7399,13,8
Portmone,-385.62,7399,13,8
Термінал City24,-168.08,4829,16,8
Термінал City24,-1096.64,4829,16,8
Термінал City24,-1273.95,4829,16,8
Термінал City24,-1379.27,4829,16,8
Термінал City24,-574.57,4829,16,8
Термінал City24,-373.31,4829,16,8
Термінал City24,-1532.49,4829,16,8
Термінал City24,-1711.34,4829,16,8
MasterZoo,-1769.13,5995,16,12
MasterZoo,-1970.65,5995,16,12
MasterZoo,-702.02,5995,16,12
MasterZoo,-876.34,5995,16,12
MasterZoo,-318.8,5995,16,12
MasterZoo,-1947.33,5995,16,12
MasterZoo,-1780.88,5995,16,12
MasterZoo,-950.4,5995,16,12
Белліzoo,-1300.6,5995,15,12
Белліzoo,-1580.95,5995,15,12
Белліzoo,-751.79,5995,15,12
Белліzoo,-1442.47,5995,15,12
Белліzoo,-1412.89,5995,15,12
Белліzoo,-1076.26,5995,15,12
Белліzoo,-838.38,5995,15,12
Белліzoo,-824.72,5995,15,12
Термінал City24,-493.46,4829,15,8
Термінал City24,-605.71,4829,15,8
Термінал City24,-157.13,4829,15,8
Термінал City24,-1155.93,4829,15,8
Термінал City24,-1756.9,4829,15,8
Термінал City24,-785.66,4829,15,8
Термінал City24,-1792.9,4829,15,8
Термінал City24,-607.06,4829,15,8
Термінал EasyPay,-257.34,4829,14,8
Термінал EasyPay,-199.88,4829,14,8
Термінал EasyPay,-1904.23,4829,14,8
Термінал EasyPay,-1437.35,4829,14,8
Термінал EasyPay,-736.8,4829,14,8
Термінал EasyPay,-906.34,4829,14,8
Термінал EasyPay,-879.57,4829,14,8
Термінал EasyPay,-1222.01,4829,14,8
Сільпо,-1398.95,5411,17,1
Сільпо,-1491.55,5411,17,1
Сільпо,-638.49,5411,17,1
Сільпо,-955.73,5411,17,1
Сільпо,-112.84,5411,17,1
Сільпо,-126.19,5411,17,1
Сільпо,-1380.77,5411,17,1
Сільпо,-1232.75,5411,17,1
Lviv Croissants,-391.72,5814,13,2
Lviv Croissants,-123.88,5814,13,2
Lviv Croissants,-989.68,5814,13,2
Lviv Croissants,-1097.55,5814,13,2
Lviv Croissants,-870.78,5814,13,2
Lviv Croissants,-1069.22,5814,13,2
Lviv Croissants,-1923.96,5814,13,2
Lviv Croissants,-986.57,5814,13,2
Термінал City24,-524.38,4829,12,8
Термінал City24,-869.45,4829,12,8
Термінал City24,-148.98,4829,12,8
Термінал City24,-200.93,4829,12,8
Термінал City24,-388.31,4829,12,8
Термінал City24,-390.18,4829,12,8
Термінал City24,-1913.61,4829,12,8
Термінал City24,-132.77,4829,12,8
EasyPay,-167.04,4131,12,8
EasyPay,-1581.53,4131,12,8
EasyPay,-1722.03,4131,12,8
